,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,title_short,year,bad_good
79251,France,"With vineyards south of the Michelin tire city of Clermont-Ferrand, this producer is on the edge of the volcanoes of the Puy de Dôme. The wine, lightly fruity with fresh wild-berry flavors, is soft and fruity, ready to drink young. Just wait until early 2022.",Nymphéa,86,20.0,Loire Valley,,,Roger Voss,@vossroger,Domaine Sauvat 2019 Nymphéa Pinot Noir,Pinot Noir,Domaine Sauvat, 2019 Nymphéa Pinot Noir,2019,Bad
79732,France,"Ripe with a core of dry tannins, this is a typical foursquare Nuits-Saint-Georges. Structure gives shape to the black fruits and acidity that are developing well. Already in balance, it will be drinkable from 2020.",,89,50.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Manuel Olivier 2015  Nuits-St.-Georges,Pinot Noir,Manuel Olivier, 2015  Nuits-St-Georges,2015,Mid
79733,France,"Enticingly perfumed, this is full of red cherry and plum fruits that are cut through with intense acidity. A dry core of tannins both gives support and promises aging. Structured while packed with fruit, it should be drunk from 2021.",,89,50.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Manuel Olivier 2016  Aloxe-Corton,Pinot Noir,Manuel Olivier, 2016  Aloxe-Corton,2016,Mid
80165,France,This wine has benefited from the warm vintage. It's ripe with attractive cherry fruit and a touch of spice from wood aging. It will be ready to drink from 2022.,Grande Cuvée,88,20.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Roger Voss,@vossroger,Nuiton-Beaunoy 2019 Grande Cuvée  (Bourgogne Hautes Côtes de Beaune),Pinot Noir,Nuiton-Beaunoy, 2019 Grande Cuvée  (Bourgogne Hautes Côtes de Beaune),2019,Mid
80437,France,"Powerful, with tannins that are seamlessly woven into the fruitiness, this is a rounded, ripe and concentrated wine. The berry fruits and the juicy damsons are as important as the generous, soft texture. The wine will develop over the medium-term; drink from 2021.",,92,180.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Manuel Olivier 2015  Clos de Vougeot,Pinot Noir,Manuel Olivier, 2015  Clos de Vougeot,2015,Good
80442,France,"Based in Nuits Saint-Georges, Manuel Olivier understands the appellation well. That is shown in this bottling that manages to combine the structure of a Nuits wine with dark fruits and a juicy texture. It's rich while also firm. Drink from 2021.",,91,50.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Manuel Olivier 2016  Nuits-St.-Georges,Pinot Noir,Manuel Olivier, 2016  Nuits-St-Georges,2016,Good
80450,France,"While there are still plenty of firm tannins, the wine also is now showing its red berry fruits and enticing texture. Great acidity cuts through the structure, giving freshness to the naturally dense character of this Grand Cru wine. It's for aging, but not for too long, so drink from 2021.",Corton Vergennes Grand Cru,91,184.0,Burgundy,Corton Vergennes,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2015 Corton Vergennes Grand Cru  (Corton Vergennes),Pinot Noir,Jean-Luc and Paul Aegerter, 2015 Corton Vergennes Grand Cru  (Corton Vergennes),2015,Good
80451,France,"Well structured, this combines ripe red fruits with a firm texture. It has a good concentration and a mineral, terroir-driven character that shows through in its dry core. The juicy acidity at the end gives a lift, but the wine needs to age. Drink from 2021.",Bélissand Premier Cru,91,74.0,Burgundy,Beaune,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2016 Bélissand Premier Cru  (Beaune),Pinot Noir,Jean-Luc and Paul Aegerter, 2016 Bélissand Premier Cru  (Beaune),2016,Good
80452,France,"Every Burgundy merchant seems to have a Clos de Vougeot. The Aegerter's version is relatively light, as much fruit as tannins even while it is young. Berry fruits comes forward, while the layer of tannin is in a supporting role. It's a solid wine, not one that has a long future. Drink from 2022.",,91,369.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2016  Clos de Vougeot,Pinot Noir,Jean-Luc and Paul Aegerter, 2016  Clos de Vougeot,2016,Good
80582,France,"With its bitter cherry flavors and light, smoky tannins, this perfumed wine has a richer juicy element in the background. Lightly textured, it's more about fruit that is up front and refreshing. Drink now, although the wine will be better from 2021.",,87,19.0,Loire Valley,Reuilly,,Roger Voss,@vossroger,Denis Jamain 2018 Pinot Noir (Reuilly),Pinot Noir,Denis Jamain, 2018 Pinot Noir (Reuilly),2018,Mid
80826,France,"This firm wine fits well with the image of Pommard. A tannic core contrasts with the potential of the red cherry fruits. Wood aging is still prominent, and the wine needs time to balance out. Drink from 2021.",Premier Cru,89,80.0,Burgundy,Pommard,,Roger Voss,@vossroger,Manuel Olivier 2016 Premier Cru  (Pommard),Pinot Noir,Manuel Olivier, 2016 Premier Cru  (Pommard),2016,Mid
81188,France,"This wine is soft and round, with attractive acidity as well as a light sense of structure from tannins. It features considerable acidity along with wild strawberry flavors that keep it lifted and aromatic. Drink from 2021.",Vignes Franches Premier Cru,91,90.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Latour 2016 Vignes Franches Premier Cru  (Beaune),Pinot Noir,Louis Latour, 2016 Vignes Franches Premier Cru  (Beaune),2016,Good
81231,France,"Firm, structured and solid, this is a smoky, ripe wine with attractive acidity, red berry fruit and good concentration. It is developing slowly, with a solid structure and fine acidity. Drink from 2021.",Les Charmes Dessus,90,32.0,Burgundy,Santenay,,Roger Voss,@vossroger,Domaine Claude Nouveau 2015 Les Charmes Dessus  (Santenay),Pinot Noir,Domaine Claude Nouveau, 2015 Les Charmes Dessus  (Santenay),2015,Mid
81232,France,"This ripe and fruity wine comes from Faiveley's wholly-owned vineyard in Mercurey. A touch of tannin gives structure to the cherry fruits and ripe acidity. It's a rounded wine to drink now, but better to age until 2019.",Clos de Myglands Premier Cru,90,45.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Faiveley 2015 Clos de Myglands Premier Cru  (Mercurey),Pinot Noir,Domaine Faiveley, 2015 Clos de Myglands Premier Cru  (Mercurey),2015,Mid
81241,France,"The wine has the firmness of a Pommard along with ripe fruits full of sweetness and acidity. That makes it structured and with a good future, while being totally fruity at the same time. Drink from 2019.",,89,60.0,Burgundy,Pommard,,Roger Voss,@vossroger,Bouchard Père & Fils 2015  Pommard,Pinot Noir,Bouchard Père & Fils, 2015  Pommard,2015,Mid
81246,France,"This pleasantly perfumed wine has some acidity, jammy red fruits and soft tannins. It feels very rounded and smooth, with a structure that is totally integrated into the velvet texture. Drink from 2020.",Les Charmes Premier Cru,89,141.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Joseph Faiveley 2015 Les Charmes Premier Cru  (Chambolle-Musigny),Pinot Noir,Joseph Faiveley, 2015 Les Charmes Premier Cru  (Chambolle-Musigny),2015,Mid
81506,France,"Ripe, soft red cherry fruits are linked to a light texture and soft tannins in this ready-to-drink wine. The final acidity brings out the attractive fruitiness of this fresh wine. Drink now.",Les Villots,87,24.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Jean Reverdy et Fils 2017 Les Villots  (Sancerre),Pinot Noir,Jean Reverdy et Fils, 2017 Les Villots  (Sancerre),2017,Mid
81566,France,"Showing some of the richness and structure of Vosne-Romanée, this is a concentrated wine, spiked with wood aging while also full of dark plum fruits. It is still integrating, bringing the spice from the wood more into balance. Drink from 2019.",Domaine des Perdrix,89,80.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Domaines Devillard 2015 Domaine des Perdrix  (Vosne-Romanée),Pinot Noir,Domaines Devillard, 2015 Domaine des Perdrix  (Vosne-Romanée),2015,Mid
82167,France,"With the next two vintages both damaged by hail, 2016 is the most recent normal crop from Pommard. This structured and solid wine seems to have an excess of wood at this stage, although the ripe red berry fruits do give a more generous character. The tannins, typical of Pommard, kick in—although not enough to spoil the fruitiness. Drink from 2020.",,90,65.0,Burgundy,Pommard,,Roger Voss,@vossroger,Joseph Drouhin 2016  Pommard,Pinot Noir,Joseph Drouhin, 2016  Pommard,2016,Mid
82848,France,"A cherry-fresh wine that's so full of fruit that its structure becomes secondary. A dry edge of tannin supports the fruit and acidity, making this wine so drinkable now.",,88,20.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Domaine de l'Hermitage 2016  Menetou-Salon,Pinot Noir,Domaine de l'Hermitage, 2016  Menetou-Salon,2016,Mid
82937,France,"Sourced from grapes grown in the Côte Chalonnaise, this is a soft, red-fruit-flavored wine, with a ripe, jammy character that makes it almost sweet. It is ready to drink.",Vieilles Vignes,86,25.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Château de Santenay 2018 Vieilles Vignes  (Bourgogne),Pinot Noir,Château de Santenay, 2018 Vieilles Vignes  (Bourgogne),2018,Bad
83031,France,"This is a light-colored wine, with structure and acidity to balance the perfumed cherry-flavored fruit. Still young, still developing its fruitiness, the wine is going to be crisp with attractive strawberry flavors and soft tannins. Drink from 2023.",Aux Champs Perdrix Premier Cru,89,70.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Chevillon-Chezeaux 2018 Aux Champs Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Chevillon-Chezeaux, 2018 Aux Champs Perdrix Premier Cru  (Nuits-St-Georges),2018,Mid
83034,France,"From vines situated just under the line of great Grand Cru vineyards, this is a structured wine. It is surprisingly under-powered for the appellation, although its balance is just right. So firm black-plum skins balance a combination of tannins and black-cherry fruits that are topped with acidity. Drink from 2024.",Domaine des Perdrix La Perrière Premier Cru,89,110.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Domaines Devillard 2018 Domaine des Perdrix La Perrière Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaines Devillard, 2018 Domaine des Perdrix La Perrière Premier Cru  (Gevrey-Chambertin),2018,Mid
83038,France,"Stéphane Brocard is based in Marsannay the northernmost vineyard in Burgundy's Côte d'Or. This wine comes from two small parcels with 35-year-old vines. It is already fruity and attractive, although the tannins do promise aging. Crisp with the pure acidity of the vintage, it will develop well and should be drunk from late 2021.",Closerie des Alisiers Vieilles Vignes,89,35.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Maison Stéphane Brocard 2018 Closerie des Alisiers Vieilles Vignes  (Marsannay),Pinot Noir,Maison Stéphane Brocard, 2018 Closerie des Alisiers Vieilles Vignes  (Marsannay),2018,Mid
83107,France,"Crunchy fresh notes of red cherry dominate aromatically. The palate is light, juicy, crisp and very refreshing. This is rustic and ready, but also full of charm with its animating red fruit. The finish is dry and invigorating.",,89,20.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2019 Pinot Noir (Alsace),Pinot Noir,Kuentz-Bas, 2019 Pinot Noir (Alsace),2019,Mid
83524,France,"Scents of ripe red berry and cherry fruits are upfront on the nose of this friendly red, with hints of sweet spice, cherry cola, plum sauce and tree bark adding depth and interest. Lightweight and easy drinking, it boasts silky tannins and a fresh-fruited palate. Drink now.",,85,9.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Maison Nicolas 2019 Pinot Noir (Pays d'Oc),Pinot Noir,Maison Nicolas, 2019 Pinot Noir (Pays d'Oc),2019,Bad
83570,France,"While the wine does have some dry tannins, it is surprisingly light and soft for a Nuits-Saint-Georges. Red cherry flavors are already as important as the acidity and the dry core. That means this is not a wine for long-term aging, so drink from 2021. This is one of the first vintages since Labouré-Roi, which was hit by scandal in 2016, passed into new ownership.",,87,45.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Labouré-Roi 2017  Nuits-St.-Georges,Pinot Noir,Labouré-Roi, 2017  Nuits-St-Georges,2017,Mid
83571,France,"Louis Max has a particular affinity with the Côte Chalonnaise and this structured and firm wine shows good judgment. With acidity and a mineral element along with the fragrant berry fruits, the wine is ready to drink, although it will be better from 2020.",Côte Chalonnaise,87,23.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Louis Max 2017 Côte Chalonnaise  (Bourgogne),Pinot Noir,Louis Max, 2017 Côte Chalonnaise  (Bourgogne),2017,Mid
83653,France,"Light fruit, dwelling on bitter cherry and fresh raspberry flavors. The wine shows crisp acidity, tight tannins and a cool feel.",,86,29.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Pierre Morey 2011  Bourgogne,Pinot Noir,Pierre Morey, 2011  Bourgogne,2011,Bad
83680,France,"Moderately intense on the nose with dominating earthy, forest floor notes backed by red plum guts and cherry along with a hint of vanilla ice cream with raspberry sauce swirled in. Dusty tannins flesh out the palate and the finish offers some mild black pepper spice.",Unfiltered,85,13.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,La Forge Estate 2012 Unfiltered Pinot Noir (Vin de Pays d'Oc),Pinot Noir,La Forge Estate, 2012 Unfiltered Pinot Noir (Vin de Pays d'Oc),2012,Bad
84151,France,"There is a distinct tannic edge to this 100% Pinot Noir Champagne. It gives a firm character and with spice as well as red fruits and citrus. These elements, not quite integrated, show the wine needs to age further. Drink from 2023.",Cuvée Royale Blanc de Noirs Brut Nature,89,100.0,Champagne,Champagne,,Roger Voss,@vossroger,Joseph Perrier 2013 Cuvée Royale Blanc de Noirs Brut Nature Pinot Noir (Champagne),Pinot Noir,Joseph Perrier, 2013 Cuvée Royale Blanc de Noirs Brut Nature Pinot Noir (Champagne),2013,Mid
84247,France,"Named after the daughter of owner Alain Thiénot, this elegant Champagne from grapes grown on the Montagne de Reims is just reaching maturity. It shows structure as well as ripe white fruits, with a citrus background. Drink now.",Cuvée Garance,93,100.0,Champagne,Champagne,,Roger Voss,@vossroger,Thiénot 2012 Cuvée Garance Pinot Noir (Champagne),Pinot Noir,Thiénot, 2012 Cuvée Garance Pinot Noir (Champagne),2012,Good
84383,France,"There are plenty of dry tannins here, dominating light red berry and hedgerow fruits. It is never going to be a big wine, but the tannins should soften in a year to leave a fresh, fruity wine.",,86,47.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Domaine Jayer-Gilles 2011  Bourgogne Hautes Côtes de Nuits,Pinot Noir,Domaine Jayer-Gilles, 2011  Bourgogne Hautes Côtes de Nuits,2011,Bad
84532,France,"This is a crisp fruity wine, full of red-berry fruits and acidity. It has the vintage's rich character, juicy and with a core of tannins that will soften quickly. Drink from 2024.",Château de Chamirey,88,33.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaines Devillard 2019 Château de Chamirey  (Mercurey),Pinot Noir,Domaines Devillard, 2019 Château de Chamirey  (Mercurey),2019,Mid
84537,France,"In the rush for white wines, it is sometimes forgotten that Chassagne-Montrachet once produced more red than white. This soft perfumed wine shows the generous nature of the wines from this appellation with red-cherry flavors coming from the Pinot Noir. Rich, soft and fruity, the wine will be ready from 2022.",,88,14.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Florent Descombe 2018  Chassagne-Montrachet,Pinot Noir,Florent Descombe, 2018  Chassagne-Montrachet,2018,Mid
84796,France,"Vines planted in the 1960s give this wine its great concentration. With its powerful fruits and dense tannins, it is well structured, with the hallmark bright fruits of the vintage along with acidity. The tannins are very present at the moment, and the wine will need long aging. Drink from 2024.",,95,602.0,Burgundy,Chambertin,,Roger Voss,@vossroger,Domaine Jacques Prieur 2018  Chambertin,Pinot Noir,Domaine Jacques Prieur, 2018  Chambertin,2018,Good
84797,France,"Powerful and structured, this wine is dark with black fruits. The rich fruit and acidity are surrounded by firm tannins provide a solid scaffolding. With acidity and tannins at the end, this complex wine will age slowly, so don't drink before 2022.",,95,330.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Chanson Père et Fils 2017  Charmes-Chambertin,Pinot Noir,Chanson Père et Fils, 2017  Charmes-Chambertin,2017,Good
84802,France,"This dense and complex wine comes from one of the magnificent Grand Cru vineyards in Morey Saint-Denis. It is a powerful wine with its rich, generous fruit and dense tannins. It has everything larger than life: big fruit, big tannins and a big future. Drink this exceptional wine from 2024.",,95,295.0,Burgundy,Clos de la Roche,,Roger Voss,@vossroger,Albert Bichot 2018  Clos de la Roche,Pinot Noir,Albert Bichot, 2018  Clos de la Roche,2018,Good
84804,France,"This wine is dense and severely tannic. It has dense ripe-fruit flavors as well, although they are buried under the power of the structure. For a wine of such impressive character that is not a bad thing, it just indicates that it needs time to mature and will age well. Drink from 2023.",,95,455.0,Burgundy,Chambertin Clos de Bèze,,Roger Voss,@vossroger,Chanson Père et Fils 2017  Chambertin Clos de Bèze,Pinot Noir,Chanson Père et Fils, 2017  Chambertin Clos de Bèze,2017,Good
84805,France,"This wine is concentrated and dense. Big tannins flow up through this wine, giving shape to the ripe black fruit. In the back, acidity dominates bright red berries and the potential for a rich, generous future. The wine will age over many years. Drink from 2022.",,95,353.0,Burgundy,Mazis-Chambertin,,Roger Voss,@vossroger,Domaine Faiveley 2018  Mazis-Chambertin,Pinot Noir,Domaine Faiveley, 2018  Mazis-Chambertin,2018,Good
84810,France,"Big, ripe and smoky, this wine is generous while having great freshness. It's packed with fresh strawberries and raspberries along with powerful tannins. The combination of structure and great fruit will allow this wine to age. Drink from 2022.",,95,460.0,Burgundy,Chambertin Clos de Bèze,,Roger Voss,@vossroger,Domaine Faiveley 2018  Chambertin Clos de Bèze,Pinot Noir,Domaine Faiveley, 2018  Chambertin Clos de Bèze,2018,Good
84812,France,"Produced from vines mainly planted in the 1970s, this is a concentrated dark wine. Rich and ripe, it has powerful tannins mingled with beautifully perfumed fruits. The wine is dense and packed with floral fruitiness as well as fine, sweet tannins. Drink from 2025.",,95,973.0,Burgundy,Musigny,,Roger Voss,@vossroger,Domaine Jacques Prieur 2018  Musigny,Pinot Noir,Domaine Jacques Prieur, 2018  Musigny,2018,Good
84819,France,"Firmly structured, this dark wine has smoky tannins and intense acidity combined in a texture that is dusty, almost dry at the core. Over this the ripe red fruits are spread thickly, giving a powerful concentrated wine that will age well. Drink from 2022.",,95,279.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Domaine Faiveley 2018  Echézeaux,Pinot Noir,Domaine Faiveley, 2018  Echézeaux,2018,Good
84822,France,"Ripe and full of red berry aromas and flavors, this is a generous, warm wine. It has great swathes of juicy acidity and an attractive touch of toasty, spicy wood that is integrating well with the fruit. The tannic structure offers good support for the bright acidity and rich fruitiness. Drink from 2024.",Bressandes Premier Cru,94,89.0,Burgundy,Beaune,,Roger Voss,@vossroger,Chanson Père et Fils 2017 Bressandes Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils, 2017 Bressandes Premier Cru  (Beaune),2017,Good
85065,France,"Beautifully perfumed in a relatively light style, this Santenay is full of red fruits, sweet tannins and mouthwatering acidity. It has some richness, although the main character is of freshness.",Santenay-Beauregard Premier Cru,89,60.0,Burgundy,Santenay,,Roger Voss,@vossroger,Chanson Père et Fils 2012 Santenay-Beauregard Premier Cru  (Santenay),Pinot Noir,Chanson Père et Fils, 2012 Santenay-Beauregard Premier Cru  (Santenay),2012,Mid
85070,France,"Named after David Moreau's mother, Simone, this old-vine wine is concentrated, with sweet-tasting fruit and spicy tannins. The tight acidity gives a delicious lift to the red berry flavors.",Cuvée S,89,30.0,Burgundy,Santenay,,Roger Voss,@vossroger,David Moreau 2014 Cuvée S  (Santenay),Pinot Noir,David Moreau, 2014 Cuvée S  (Santenay),2014,Mid
85090,France,"Fruity and fragrant, this Savigny shows extra weight that makes it serious and age worthy. The wine's tannins are cushioned by the generous red fruits, which promise aging potential. Wood and spice flavors emphasize the finish.",Clos des Guettes Premier Cru,89,50.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Louis Jadot 2014 Clos des Guettes Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Louis Jadot, 2014 Clos des Guettes Premier Cru  (Savigny-lès-Beaune),2014,Mid
85098,France,"A very structured wine that seems ready for aging. Its tannins are still firmly present, lying over the dark black fruit. Acidity gives the wine a rich, juicy finish.",Les Valozières,88,64.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Roux Père et Fils 2011 Les Valozières  (Aloxe-Corton),Pinot Noir,Roux Père et Fils, 2011 Les Valozières  (Aloxe-Corton),2011,Mid
85108,France,"Soft fruit, with a tannic hint underneath. The wine is supported at this stage by wood, while the fruit has strawberry jam sweetness. The acidity and structure really only come through at the end.",En Chevret,88,65.0,Burgundy,Volnay,,Roger Voss,@vossroger,Alex Gambal 2013 En Chevret  (Volnay),Pinot Noir,Alex Gambal, 2013 En Chevret  (Volnay),2013,Mid
85230,France,"This wine is round, opulent and beautifully perfumed., with a structure smoothed by the ripe fruits and generous texture. Acidity and a fresh aftertaste bring out cherry flavors and leave a bright aftertaste. Drink from 2021.",,90,62.0,Burgundy,Volnay,,Roger Voss,@vossroger,Alex Gambal 2017  Volnay,Pinot Noir,Alex Gambal, 2017  Volnay,2017,Mid
85669,France,"A blend of grapes from different growers, this is a structured, firm wine. It has a core of drying tannins as well as the bright fruitiness of the vintage. As it develops, that fruit will grow richer and fuller yet always maintaining a crisp edge. Drink from 2023.",,90,62.0,Burgundy,Pommard,,Roger Voss,@vossroger,Louis Jadot 2018  Pommard,Pinot Noir,Louis Jadot, 2018  Pommard,2018,Mid
85777,France,"There is a distinct tannic edge to this 100% Pinot Noir Champagne. It gives a firm character and with spice as well as red fruits and citrus. These elements, not quite integrated, show the wine needs to age further. Drink from 2023.",Cuvée Royale Blanc de Noirs Brut Nature,89,100.0,Champagne,Champagne,,Roger Voss,@vossroger,Joseph Perrier 2013 Cuvée Royale Blanc de Noirs Brut Nature Pinot Noir (Champagne),Pinot Noir,Joseph Perrier, 2013 Cuvée Royale Blanc de Noirs Brut Nature Pinot Noir (Champagne),2013,Mid
85956,France,"This has soft red fruits along with a firm structure of tannins and acids. Shapely and balanced, this is ready to drink now.",Le,86,22.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Chanson Père et Fils 2014 Le  (Bourgogne),Pinot Noir,Chanson Père et Fils, 2014 Le  (Bourgogne),2014,Bad
86177,France,"This blend of four parcels from different premier crus is structured with all the density of this fine village. Its black fruit gets a fresh edge of acidity, while the tannins are firm and tight. The wine needs to age and will be best from 2022.",Les Broc Premier Cru,93,100.0,Burgundy,Morey-Saint-Denis,,Roger Voss,@vossroger,David Duband 2018 Les Broc Premier Cru  (Morey-Saint-Denis),Pinot Noir,David Duband, 2018 Les Broc Premier Cru  (Morey-Saint-Denis),2018,Good
86269,France,"The wine is light in color and light in body. Red cherry fruits give freshness, although there is a burnt aftertaste. Drink now.",Tradition,83,16.0,Alsace,Alsace,,Roger Voss,@vossroger,Vieil Armand 2016 Tradition Pinot Noir (Alsace),Pinot Noir,Vieil Armand, 2016 Tradition Pinot Noir (Alsace),2016,Bad
86436,France,"A sumptuous wine from a vintage that is fruity and generous. It does show some of the structure of the appellation, but the juicy cherry and ripe strawberry flavors dominate. It's going to develop into a rich and early-maturing wine. Drink from 2021.",Les Damaudes,91,80.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Manuel Olivier 2015 Les Damaudes  (Vosne-Romanée),Pinot Noir,Manuel Olivier, 2015 Les Damaudes  (Vosne-Romanée),2015,Good
86437,France,"Already beautiful and rich, this has power, concentration and many layers of ripe berry fruits. Red plums also come through strongly, bringing in juicy acidity. This dense and muscular wine should age. Drink from 2021.",,91,70.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Manuel Olivier 2016  Gevrey-Chambertin,Pinot Noir,Manuel Olivier, 2016  Gevrey-Chambertin,2016,Good
86438,France,"From a small parcel called Les Mazières Basses, this is a rare Village wine in an area packed with Premier and Grand Crus. It has power and richness as well as a smooth texture that is already velvety. It's ripe and concentrated, with juicy black currant and berry fruits, finishing dry and firm. Drink from 2022.",,91,70.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Manuel Olivier 2016  Vosne-Romanée,Pinot Noir,Manuel Olivier, 2016  Vosne-Romanée,2016,Good
86457,France,"The steep, stony slope of the Cul de Beaujeu has produced this firmly structured wine that has rich plum and berry fruits. It is an impressive wine, ripe and juicy. With plenty of youthful crisp freshness the wine needs to age to plumb the depths that are there for the future. Drink from 2022.",Cul de Beaujeu,93,59.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Delaporte 2018 Cul de Beaujeu  (Sancerre),Pinot Noir,Domaine Delaporte, 2018 Cul de Beaujeu  (Sancerre),2018,Good
86595,France,"The richness and structure of the appellation are well represented in this firm wine. It has dark tannins and hints of wood aging as well as ripe black cherry and berry fruits. With its structure and intense acidity, the wine will age well. Drink from 2024.",,92,65.0,Burgundy,Morey-Saint-Denis,,Roger Voss,@vossroger,Nicolas Potel 2018  Morey-Saint-Denis,Pinot Noir,Nicolas Potel, 2018  Morey-Saint-Denis,2018,Good
86611,France,"Ripe, jammy fruitiness gives this wine a generous feel. Packed with opulent berry flavor, it will develop well. It is rich and rounded, nicely supported by the tannins that are in the background. Drink from 2023.",Clos de Marconnets Premier Cru,92,72.0,Burgundy,Beaune,,Roger Voss,@vossroger,Chanson Père et Fils 2017 Clos de Marconnets Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils, 2017 Clos de Marconnets Premier Cru  (Beaune),2017,Good
86616,France,"This is produced from 25-year-old vines in the Chambertin Grand Cru vineyard. It is a smoky, structured wine with layers of dark fruits and ripe tannins, with the fresh acidity of the year. Lots of attractive fruit is surrounded by the firm tannins and dry aftertaste. It should not be drunk before 2024.",Premier Cru,92,103.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Domaine Jacques Prieur 2018 Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine Jacques Prieur, 2018 Premier Cru  (Gevrey-Chambertin),2018,Good
86724,France,"From the northern end of the Gevrey-Chambertin appellation, this wine is ripe, floral and supple in texture. It has crisp red fruit and vibrant acidity, underpinned by ripe tannins. Developing quickly, it will be ready to drink from 2023.",,92,85.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,David Duband 2018  Gevrey-Chambertin,Pinot Noir,David Duband, 2018  Gevrey-Chambertin,2018,Good
86725,France,"This is a fine wine that performs at the level of a premier cru. It has brambly fruitiness and intense perfume. The structure is already finely integrated, allowing the strawberry fruit and acidity to shine through. Drink from 2023.",,92,75.0,Burgundy,Morey-Saint-Denis,,Roger Voss,@vossroger,David Duband 2018  Morey-Saint-Denis,Pinot Noir,David Duband, 2018  Morey-Saint-Denis,2018,Good
86754,France,"This has both a rich structure and rich fruit. The tannins comes first, dark and concentrated with spice and a dry core. After it, the ripe and juicy black fruit is layered with dense acidity. Together these two elements make for a concentrated wine that will age. Drink from 2024.",Domaine du Clos Frantin,92,104.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Albert Bichot 2018 Domaine du Clos Frantin  (Vosne-Romanée),Pinot Noir,Albert Bichot, 2018 Domaine du Clos Frantin  (Vosne-Romanée),2018,Good
86755,France,"Ripe and juicy, this is a wine with structure and fine, dusty tannins that give it density. The red fruit is juicy, perfumed and has the freshness of the vintage, bright and forward. The underlying tannins are concentrated and will allow the wine to age. Drink from 2024.",Domaine du Pavillon Clos des Maréchaudes Premier Cru,92,80.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Albert Bichot 2018 Domaine du Pavillon Clos des Maréchaudes Premier Cru  (Aloxe-Corton),Pinot Noir,Albert Bichot, 2018 Domaine du Pavillon Clos des Maréchaudes Premier Cru  (Aloxe-Corton),2018,Good
86756,France,"This austere wine offers some firm tannins over the red fruit. It has acidity, red-currant fruit and a core of dryness, typical of young Pommard, that suggests it will age well. Drink from 2024.",Domaine du Pavillon Les Rugiens Premier Cru,92,130.0,Burgundy,Pommard,,Roger Voss,@vossroger,Albert Bichot 2018 Domaine du Pavillon Les Rugiens Premier Cru  (Pommard),Pinot Noir,Albert Bichot, 2018 Domaine du Pavillon Les Rugiens Premier Cru  (Pommard),2018,Good
